id|text|sentiment
722986219882213378|@Telkomsel dri luar negeri bsa gak tlpon call center pke krtuhalo?|Netral
722986406138630144|@Telkomsel tlpon call center itu bisa kpan aja ka???|Netral
722986416599392256|@telkomsel min penukaran point dngan voucher lazada masih berlaku kah? lewat my telkomsel|Netral
722986416536317953|@simPATI tolong bantu buka PUK nomer 082114575152 dengan kode nomer di belakang kartu 621003146257515201|Netral
722986550171029508|@IndosatCare akun @SpotifyID  premium dari @IndosatOoredoo  kenapa bertahan cuma beberapa hari ya, harusnya 30 hari bukan?|Netral
722986616076169217|@Telkomsel secepatnya min...|Netral
722986646283505664|@Telkomsel PopCall apa min?|Netral
722986669301858304|@Telkomsel Tarif PopCall 1 hari berapa min?|Netral
722987073179803649|@telkomsel Apa kartu AS bisa daftar TM mingguan?|Netral
722987105274589184|@IndosatCare klo masih aktiv dan beli kuota baru sisa kuota juga hangus?|Netral
722987140246700032|@Telkomsel pulsa 50rb dr mytelkomsel bisa buat nelp ke operator lain dr kartu as ga?|Netral
722986694719361024|@Telkomsel bonus 50rb dr login mytelkomsel bisa buat dipake beli pkt data di kartu as g?|Netral
709968942681423872|@Telkomsel cara tukat poin bgmana..??|Netral
709969074101624837|@Telkomsel cara tukar poin bgmana..??|Netral
709969413764734976|@Telkomsel saya menggunakan simpati lama..|Netral
709969501002047489|@IndosatCare wahh min kapan lagi ini, udah abis nih kuotanya hahaha :D|Netral
709969694539776001|@IndosatCare jakarta selatan petukangan utara|Netral
709969762030374912|@IndosatCare siang min. Mohon infonya dong bedanya paket internet dan paket superinternet apa? Terima kasih|Netral
709970006315024384|@Telkomsel iya.|Netral
709970096366723073|@Telkomsel Mau tanya, kalo perpanjangan otomatis paket internet kartu halo dilakukan setiap tgl brp?|Netral
709970237299494917|@Telkomsel iya itu pakai samsung galaxy a5|Netral
709970647817052161|Hp saya ilang ,mqu bikin kartu lg dg no yg sama, syaratnya apa ya min? @IndosatCare|Netral
709970610538029057|@Telkomsel hai kak punya layanan whatsApp?|Netral
709970778985537537|@IndosatCare pondok indah bisa di ifokan di pondok indah brp lt brp|Netral
724095837878374400|@Telkomsel min elang nusa....itu apa??|Netral
724095956623364096|@Telkomsel ada syaratnya tdk kalo mau ganti simcardnya, misalnya harus ada fc id card yg digunakan waktu dulu registrasi ?|Netral
724096035308507137|@telkomsel terus di kartu baru tersebut isi nya gk sama dengan kartu lama ? Misalnya paket-paket yang aktif di kartu yang rusak bakalan sama|Netral
724096061615140864|@IndosatCare nmrnya +6285737136483, pket inet bulann,|Netral
724096079134740481|@IndosatCare Kalo beli pulsa sms nambahin masa aktif jg?|Netral
724096096314621952|@Telkomsel kalo Rute Barat perjalanan Elang Nusa 25 April 2016 berangkat dan tiba ke mana?|Netral
724096145601896448|@Telkomsel kalo Rute Timur perjalanan Elang Nusa 25 April 2016 berangkat dan tiba ke mana?|Netral
724096253592629248|@telkomsel dengan kartu baru yang nomornya sama dengan kartu yang rusak tersebut. Enggak ya ?|Netral
724096265689006080|@Telkomsel fungsi Stiker pada TCASH TAP?|Netral
703123619954622464|@telkomsel ini, yang tadi salah 085370449327|Netral
703123374122242048|@Ineversal_NTB Hai, maksudnya tarif telepon ke sesama Telkomsel kartu AS yan berada di skema kartu As super. -Mely|Netral
703124037879222273|@Telkomsel cara penggunaan apa yg merayakan?  Karena hp saya dual simcard,  dan yg lain gak pernah rusak|Netral
703124853998522368|@wifi_id hello telkomsel, saya mendaftarkan diri saya sbg pengguna wifi.id, tetapi saya lupa password yang saya gunakan untuk login.|Netral
725386798029901825|Min @Telkomsel Kecamatan Cinere sudah ter-cover 4G belum?|Netral
725386835740889088|Isi pulsa Rp50.000 nambah masa aktif simpati berapa lama? @Telkomsel|Netral
725386857828085760|Isi pulsa Rp 5,000 nambah masa aktif simpati berapa lama? @Telkomsel|Netral
725386878657003520|Isi pulsa Rp100.000 nambah masa aktif simpati berapa lama? @Telkomsel|Netral
725386908440756224|Isi pulsa Rp150.000 nambah masa aktif simpati berapa lama? @Telkomsel|Netral
725386943186493440|Isi pulsa Rp 20,000 nambah masa aktif simpati berapa lama? @Telkomsel|Netral
714778258672201728|@Telkomsel aku kan cek *887# ada keterangan tukar 20 Tsel POIN dengan 20 MB , kalau aku tukar poinku gimana paket flashku? bertambah?|Netral
713742440268599296|@Telkomsel min cara menjadi pelanggan TCash Full Service gimana ya?|Netral
713743175077072900|@IndosatCare min paket im3 yg 10GB/bulan ada ngga(?) 😊|Netral
713743014745677824|@IndosatCare kak kalo nomor m3ku udah hangus 1thnan masih bisa diaktivasi ga yak?|Netral
713743354949861376|@Telkomsel min, mintul tolong cek DM lg|Netral
713743513569988609|Update ticket 253604615 apa kabarnya ya? @Telkomsel|Netral
715385716025372673|@Telkomsel 628123226786, HP Redmi 2|Netral
715385721658351618|@IndosatCare hallo, kemarin saya memang registrasi paket freedom combo M = 59k kan? itu karena saya isi pulsa lagi di tgl 30/3/16 = 50k|Netral
704700621962797056|@IndosatCare gk bisa di hapus kok|Netral
715386112349327364|@IndosatCare min skrng klw dftr freedom combo dpt grts sms n telpn atw gratis spotify premium?|Netral
704700373328465924|@Telkomsel :alamat batanjung kalimantan tengah..|Netral
716029751404593152|@IndosatCare coba yg 30hr? https://t.co/dda6WhQCFD|Netral
716028005047357440|@IndosatCare buying lifetime gmn caranya?|Netral
716028007714988032|Selamat pagi saya mau menanyakan kalau paket internet mentari 3gb dengan masa aktif 3 bulan tidak bisa digunakan im3 ya ? @IndosatCare|Netral
715386504822923266|@Telkomsel mohon bantu PUK utk nomor 085281083303 dan16 angka blkg kartu 6210198142083303 terima kasih|Netral
704701062859661313|@Telkomsel min tanya tarif paket data internet buat di luar negri untuk telkomsel. Tepatnya di jepang. Minta infonya ya min. Ok thanks|Netral
704702459818614784|@Telkomsel sudah via dm|Netral
704702690169761792|@Telkomsel info detailnya di website gak ada yah?|Netral
718988483583287297|@Telkomsel bagaimana cara daftar internet tanpa batas?|Netral
718989080906702850|@Telkomsel mau tanya jika pembelian pulsa telkomsel menggunakan @TCASH_ID apakah tetap kena biaya adm Rp 1.500 ?|Netral
718989217825619968|@IndosatOoredoo @IndosatCare 085774264346 lokasi Perumahan Taman Adiyasa, Tigaraksa, Kabupaten Tangerang.|Netral
718989319503884290|@telkomsel 085232285380|Netral
718989363124670465|@IndosatCare cara cek kuota internet gimana y?|Netral
718989478010851328|@telkomsel sampai kapan berlaku telkomsel 20rb 3GB? saran saya tetap lahh paketnya begitu|Netral
718989785142943744|@Telkomsel min mohon bantu PUK utk nomor 085322596536 angka di blkg kartu 6210082252596536 mksh|Netral
718989828835004416|@Telkomsel iya itu nomernya.. lokasi di Malang..|Netral
718990008850354176|@IndosatCare Awalnya saya dpt info klo Paket super Internet saya akan habis pd waktu tertera. 2hari sblmnya https://t.co/oViO2kXjvS|Netral
712096477129150464|pagi @IndosatCare sy mau tanya untuk akses superwifi di daerah sekitar Rancaekek dan Cibiru, Bandung, dmn? dn masih bisa?|Netral
712096897142489092|@Telkomsel setelah tak liat ke link, itu paket internet semua ya? kalau tarif telp dan sms?|Netral
718866991449124864|@Telkomsel masih melek kok mas..ngecek ampe pagi jg gpp|Netral
712097434340462592|@Telkomsel iyah no tersebut|Netral
712097518834724864|@Telkomsel cara ganti simcard yg lma dgn yg bru yg sdh support 4G bgmn ya?|Netral
712097176696958976|@IndosatCare cara tukar simcard yg lma dgn yg bru yg sdh 4G bgmn ya ?|Netral
712097221982953472|@Telkomsel : sdh tolong dicek|Netral
718868550782308353|@Telkomsel pengisian terakhir tgl 7 april dan nominalnya 5rb, tks|Netral
724616879449346048|@Telkomsel min, kalo sticker T-cash tap nya hilang bagaimana ? :(|Netral
706199352457371648|@Telkomsel iya itu min :D|Netral
730337549730779136|@Telkomsel cek dm|Netral
724617339535118338|@IndosatCare klo perpanjang masa aktiv paket fredoom bisa gak?|Netral
730337558329065472|@IndosatCare ini kak ALit gilang jamalul romli, 085723389255, voicesofosiris@gmail.com|Netral
706197909843238912|@Telkomsel Trumakasih min, pengenya yg paket internet super ngebut min...gmn ya caranya biar di sms penawaranya...atau databg k grapari???|Netral
706139971007057921|Malem @IndosatCare kalok mau unreg paket telfon caranya gimana? Makasih|Netral
706140192281767936|@Telkomsel di jalan mandor tadjir kecamatan bojongsari sawangan, depok apa sudah terjaring 4G?|Netral
706140501397757952|@Telkomsel *500*262#|Netral
706140761109057536|mas mas @Telkomsel|Netral
706141204476366849|@IndosatCare utk beli masa aktif gmn caranya?|Netral
706141886608572416|@Telkomsel sudah di dm|Netral
706142293019926528|@Telkomsel cek dm tq|Netral
708521631321206784|@Telkomsel Cara Keluar Dari TSC?|Netral
708521646257217536|@Telkomsel paket diskon 10% min gmn carany ya|Netral
708521585099976705|@IndosatCare kak utk call blacklist nomer yg diblokir kok masih bisa tlfon ya *123*600*1#|Netral
708521468435365888|@IndosatCare kartu prabayar min|Netral
708520905035481088|@IndosatCare cfxi|Netral
708521086569226240|@IndosatOoredoo @IndosatCare  ini nomor indosat oredo saya 081553510668. Dan juga di area surabaya|Netral
708521393600667648|@IndosatCare sama donk|Netral
708521418749677568|@IndosatCare di cek kembali ya ka|Netral
708521278274023424|@Telkomsel 082126632926 indra supriatna bandung 23 okt 1977 ibu kandung e.tarliah|Netral
708520904070836224|Saya masih nyimpen casing launching IM3 pertama nih... Bagus sih 😍 Dan mungkin nggak ada lagi 😃 @IndosatCare https://t.co/GbvXqo7I95|Netral
708521930781896704|@IndosatCare ini nomornya min... 085755960378|Netral
708521978819284992|@IndosatCare eeh salah *123*600*6# nomer yg diblokir masih bisa telfon|Netral
708522110671409157|@Telkomsel kalau utk nmr AS, apakah jg bs migrasi ke kartu halo?|Netral
708522117764022272|@IndosatCare nama.sangkot putra 085607878971|Netral
708522224634847233|@Telkomsel DM 621005266263292601|Netral
723779386978095104|@telkomsel aduuuuuh kemana nih sih mining gak di deplu juga sweet saya.... heeemmmmm|Netral
723779279293538304|@IndosatCare bogor padjajaran|Netral
723779190533689344|Hai @Telkomsel, Lokasi Grapari di daerah Jaksel dan Tangsel ada di mana saja ya yang hari ini buka? Trims|Netral
708522319937798144|@IndosatCare tp pasti bisa kah?|Netral
708522442159820800|Min @IndosatCare @IndosatOoredoo kalo mau daftar poin senyum pake pulsa brp??|Netral
708522443200016386|@IndosatCare Edge 0 bar,H 0 bar ... Syl H 0bar tp symbol h masih ada. Lokasi desa ngampon ,kec jepon kb blora 03/01|Netral
708522692031320064|@IndosatCare @tyarahyun e-cieciecie|Netral
707898695090442240|@IndosatCare upgrade ke USIM 4G caranya gmn? Hp udah support nih|Netral
723779527877365760|@Telkomsel mama mengajarkan banyak hal yg aku ga dapatkan disekolah dan dunia kerja #perempuanpahlawanku?|Netral
709343361405026304|@IndosatCare min masa aktif paket itu bisa di perpanjang ngak?|Netral
709343866856611840|@indosatcare min mau tanya bedanya dompetku sama dompetku+ apa ya??|Netral
709343926809796608|@IndosatCare ini bukan sih? Coba refresh dm mas nya hmmm https://t.co/OLraMvPBck|Netral
709343952378302464|@Telkomsel ini nomor ane min 081282776156 tolong fi cek ya min|Netral
709343965561028608|@Telkomsel mau tanya apakan masih ada progam CUG telkomsel nya min|Netral
709344014718279680|@IndosatCare mohon info kenapa saya gak bisa transfer pulsa sesama insoaat.nomerku 085646125313|Netral
709344255030857728|@IndosatCare maksudnya sesama indosat|Netral
702858396140089344|@Telkomsel https://t.co/uR4Uz4AFe9|Netral
702859415649538050|@Telkomsel kalau hp xiaomi redmi note 3 bisa 4G di tsel bandung ?|Netral
702859351602520064|Untuk kartu nya Simpati(0823),lokasi nya djakarta pusat untuk tipe Hp nya Asus zenfone C.@Telkomsel|Netral
702859478178213888|@Telkomsel jd itu memang benar ada,bkn penipuan?bisa tlp/sms 24jam gratis?|Netral
702859584084389888|@IndosatCare wkwkwk https://t.co/0M8CyJz3wq|Netral
702859635741462528|@Telkomsel kalo aktivasi kembali kuota yg lama hangus donk|Netral
729497089684578304|@telkomsel Grapari lamongan sudah adda Stok stiker Tcash Belom??|Netral
702859737055019008|@Telkomsel paket kampus apa bisa dipake di nokia lumia??|Netral
708337710377734146|@Telkomsel kakkkkk|Netral
708337729319219200|@Telkomsel nomor si masih sama mas, masih aktif pula, dlu sticker pertama jg ilang + hape sama nmrnya, pas nnya kalau hilang stickernya (1)|Netral
708337811921895424|@Telkomsel tp nomornya bisa, tp ggak ngerti gimana caranya (2)|Netral
